AT,V,AP,RH,PE,TCN
25.47,65.34,1015.3,50.31,445.39,Marc Wolf
14.68,43.99,1023.36,86.79,461.91,Christopher Clapman
23.8o3o1339139817,64.7833269830716,934.4771567312964,70.65917002180827,LOW,Simo Sikka
58.73oooooooooooo4,45.01,1013.12,85.53,460.19,Daniel Smithson
18.22,58.2,1017.09,81.92,451.04,Antoin Tessier
25.84,69.14,1009.22,88.47,431.35,Antoin Tessier
25.41,68.94,1007.21,69.2,436.95,Antoin Tessier
28.37,63.31,1013.18,49.02,437.64,Marc Wolf
56.156,41.23,994.17,95.79,468.82,Daniel Smithson
23.31,60.08,1017.14,64.35,452.65,Antoin Tessier
75.29,72.24,1011.32,88.94,437.81,Daniel Smithson
18.88,65.94,1010.43,85.54,445.61,Christopher Clapman
24.13,48.98,1014.74,40.13,460.38,Marc Wolf
18.8331535587171o4,67.9132877857209,1109.3933726131065,85.35486914801363,LOW,Simo Sikka
79.34,71.94,1006.64,85.12,428.83,Daniel Smithson
15.39,39.31,1008.78,66.67,461.39,Antoin Tessier
29.1,77.95,1010.01,71.48,431.28,Marc Wolf
12.o1,41.48,1017.75,66.67,469.08,Marc Wolf
1o.38,37.73,1021.5,75.02,475.02,Marc Wolf
21.83,63.87,1018.93,63.07,452.21,Christopher Clapman
23.o9,63.91,1012.23,83.25,447.9,Marc Wolf
53.o1767855121554,40.5535788857383,1080.3327180570843,69.01799299308081,LOW,Simo Sikka
31.98,64.05,1010.49,58.01,439.56,Christopher Clapman
67.118,44.05,1008.52,78.38,451.7,Daniel Smithson
22.53,58.62,1016.28,72.78,449.02,Christopher Clapman
17.51,58.86,1016.78,83.63,453.2,Antoin Tessier
48.812,40.77,1012.14,90.81,477.36,Daniel Smithson
1o.29749o36826o972,37.5584075159501,965.9840422931785,78.7627699855398,LOW,Simo Sikka
44.6,41.55,1001.43,97.12,483.92,Daniel Smithson
17.35,47.83,1006.71,80.57,453.96,Antoin Tessier
18.34,45.64,1019.05,82.53,460.58,Christopher Clapman
22.o9754163619644,59.58601540861223,1022.4466816189115,88.88018581320358,LOW,Simo Sikka
2o.74,58.12,1015.43,77.88,449.91,Antoin Tessier
19.78,54.42,1011.74,89.34,456.84,Antoin Tessier
79.934,43.77,1011.33,49.3,440.95,Daniel Smithson
11.95,41.48,1013.44,74.83,465.41,Christopher Clapman
26.81,56.57,1013.68,61.6,442.94,Antoin Tessier
25.42,75.6,1017.39,77.63,438.24,Marc Wolf
1o.67,40.56,1022.39,77.92,482.36,Christopher Clapman
6.77,39.81,1017.01,87.68,488.27,Christopher Clapman
23.66,61.86,1013.33,83.09,444.27,Marc Wolf
1o.45,41.01,1020.57,93.84,465.74,Marc Wolf
13.82,44.84,1023.72,95.24,467.95,Antoin Tessier
45.23,41.66,1015.55,79.67,485.35,Daniel Smithson
63.6582396o4592964,43.11297942733601,1102.989440107233,79.84554616407313,LOW,Simo Sikka
24.26,69.71,1008.98,81.58,438.6,Marc Wolf
16.65,49.69,1014.01,91.0,460.03,Antoin Tessier
7.92,42.28,1008.55,81.68,484.75,Antoin Tessier
9.o5,36.3,1027.44,74.85,479.43,Antoin Tessier
3o.31,74.16,1010.69,58.81,436.23,Marc Wolf
27.56,66.93,1016.81,55.59,444.1,Christopher Clapman
47.o48,38.91,1016.27,88.82,482.09,Daniel Smithson
88.52,66.54,1003.55,57.73,425.91,Daniel Smithson
22.3o5287385oo672,47.36206781866164,979.6141782880162,76.20807247282522,LOW,Simo Sikka
19.o2,49.25,1019.75,58.29,453.49,Antoin Tessier
15.44,39.54,1007.49,82.14,469.28,Marc Wolf
27.38,70.04,1011.18,72.26,428.88,Antoin Tessier
23.66,77.54,1008.5,85.32,435.38,Antoin Tessier
15.34,41.23,996.87,86.56,465.16,Marc Wolf
43.8367692o148983,39.29541001752001,1054.043151259029,92.12179694267776,LOW,Simo Sikka
6.9,40.71,1021.78,94.8,471.43,Christopher Clapman
27.69,73.91,1005.23,75.71,435.08,Marc Wolf
71.4o2,58.62,1016.15,74.59,450.05,Daniel Smithson
23.99,45.87,1007.63,52.62,443.66,Antoin Tessier
25.64,68.14,1005.48,56.11,437.63,Antoin Tessier
79.86366781o16321,66.9562763792504,916.5859784015718,74.78298163466576,LOW,Simo Sikka
28.24,64.69,1007.35,61.14,438.03,Antoin Tessier
79.286,58.33,1013.81,60.43,438.82,Daniel Smithson
76.748,72.39,1001.15,90.24,440.85,Daniel Smithson
72.o32,41.1,1001.96,42.6,451.95,Daniel Smithson
5.738889792363437,33.96386201176844,954.8067146399401,84.91347554805277,LOW,Simo Sikka
77.o18,66.56,1004.55,82.46,434.74,Daniel Smithson
12.28,40.92,1023.23,89.14,460.33,Marc Wolf
2o.82,52.84,1004.13,79.42,449.59,Marc Wolf
75.326,73.46,1006.61,73.46,438.41,Daniel Smithson
69.476,63.77,1014.28,86.37,448.9,Daniel Smithson
17.77,52.9,1020.11,81.51,457.98,Christopher Clapman
8.25,37.49,1009.02,81.09,480.38,Marc Wolf
11.o86228719288188,37.99339147005696,1058.0590390318057,98.6963203865611,LOW,Simo Sikka
83.642oooooooooo1,67.79,1011.01,66.4,439.87,Daniel Smithson
29.45,68.27,1007.96,61.63,432.96,Christopher Clapman
16.15,41.85,1016.54,81.58,466.56,Antoin Tessier
12.933457598568161,38.07927501049789,995.1174816917065,67.7348780281102,LOW,Simo Sikka
17.o9,42.42,1009.03,72.01,464.11,Antoin Tessier
24.77,48.92,1010.25,47.04,448.25,Antoin Tessier
21.44,51.19,1009.1,84.94,446.17,Marc Wolf
79.358,44.57,1007.51,52.6,452.73,Daniel Smithson
19.554o92744124247,45.92353894150527,1067.004692434013,75.32050240185929,LOW,Simo Sikka
12.o,39.35,1015.48,82.51,476.64,Marc Wolf
26.21,65.12,1016.06,44.31,444.44,Antoin Tessier
12.24,40.96,1023.52,81.09,474.76,Marc Wolf
31.73,74.67,1016.38,44.51,425.34,Antoin Tessier
23.89,70.04,1011.16,84.9,433.71,Marc Wolf
8.888o928129o1418,43.83221711446493,947.6190491604856,85.11155622404398,LOW,Simo Sikka
48.47,41.82,1032.88,75.11,477.78,Daniel Smithson
24.2,64.33,1011.15,84.23,442.78,Antoin Tessier
14.48o8474o5o6o791,42.98635425588225,1031.6065595914174,94.8146858739335,LOW,Simo Sikka
4.89,45.87,1007.58,99.35,482.69,Marc Wolf
3.85,35.47,1016.78,85.31,489.78,Antoin Tessier
76.o73175467o4978,62.24645054985013,980.556976476811,85.60473127942453,LOW,Simo Sikka
12.15,71.14,1019.56,86.06,462.51,Antoin Tessier
14.o5,39.59,1011.2,94.54,464.63,Antoin Tessier
26.12,70.47,1009.93,72.13,434.67,Antoin Tessier
71.528,69.94,1011.09,80.27,441.15,Daniel Smithson
76.334,65.38,1010.43,40.68,446.23,Daniel Smithson
13.o7,38.47,1015.16,57.26,468.9,Antoin Tessier
25.43,60.95,1014.62,51.39,444.65,Antoin Tessier
5.9o656981444927,43.62624794681303,955.2453546519858,93.51605059180581,LOW,Simo Sikka
85.946,73.06,1009.41,78.26,430.37,Daniel Smithson
25.14,69.13,1011.15,85.67,433.95,Christopher Clapman
18.21,41.85,1014.67,56.86,468.4,Christopher Clapman
6o.332,43.34,1013.38,81.45,463.24,Daniel Smithson
8.82,34.69,1026.81,82.54,481.44,Antoin Tessier
14.12,39.52,1016.79,75.89,472.32,Christopher Clapman
21.46,51.61,1010.91,76.41,457.28,Antoin Tessier
46.2o2,71.14,1018.4,86.49,474.66,Daniel Smithson
23.21,62.44,1011.78,76.66,442.47,Christopher Clapman
28.19,71.97,1008.85,84.67,438.8,Marc Wolf
14.1,41.16,1021.26,73.87,460.01,Marc Wolf
74.57,71.98,1006.09,93.39,434.11,Daniel Smithson
76.622,59.21,1017.9,53.83,446.04,Daniel Smithson
56.66,44.47,1027.51,70.77,468.79,Daniel Smithson
12.14,45.0,1023.9,89.2,476.6,Christopher Clapman
25.1,60.37,1005.83,72.53,438.44,Marc Wolf
9.45,41.4,1027.06,87.35,479.0,Antoin Tessier
23.55,58.79,1010.78,78.47,447.01,Christopher Clapman
21.84,60.29,1017.23,66.89,454.4,Antoin Tessier
14.95,39.31,1009.15,75.3,462.72,Christopher Clapman
65.138,65.94,1010.23,84.71,452.66,Daniel Smithson
87.44,73.17,1010.51,51.93,432.24,Daniel Smithson
17.37,57.76,1016.0,86.59,456.4,Antoin Tessier
16.25,40.89,1011.09,62.7,464.33,Christopher Clapman
79.142,49.3,1003.69,65.88,440.13,Daniel Smithson
15.74,71.14,1019.65,65.94,457.29,Marc Wolf
19.64,46.33,1013.33,98.99,451.45,Antoin Tessier
44.o78,40.72,1022.78,80.69,483.11,Daniel Smithson
18.86,46.48,1007.28,78.47,452.0,Christopher Clapman
57.362,41.2,1016.45,67.27,472.42,Daniel Smithson
27.5,65.34,1014.93,47.46,439.59,Marc Wolf
14.12,42.86,1011.84,88.29,471.86,Christopher Clapman
7.697913944488252,46.72997434160737,994.6196998862677,81.38491142730825,LOW,Simo Sikka
1o.32,42.02,998.27,99.12,472.16,Marc Wolf
3o.1,67.45,1014.23,39.04,434.01,Christopher Clapman
21.55,44.05,1005.69,84.05,443.48,Marc Wolf
53.o6,43.41,1016.08,62.27,467.51,Daniel Smithson
14.735845o48o5715,41.436056425262876,985.3325666308647,38.80900929476976,LOW,Simo Sikka
27.54,66.93,1017.06,55.2,450.22,Antoin Tessier
77.252,60.93,1007.44,76.71,437.4,Daniel Smithson
77.432,63.47,1011.3,66.21,442.75,Daniel Smithson
9.45,43.5,1018.89,84.29,476.1,Antoin Tessier
29.49,70.98,1007.83,79.08,434.43,Marc Wolf
19.o5,53.16,1013.22,82.8,455.76,Antoin Tessier
29.o1,66.56,1006.44,57.62,428.32,Antoin Tessier
23.63,58.62,1016.45,69.97,445.51,Antoin Tessier
24.14,59.87,1018.47,57.76,444.04,Christopher Clapman
15.55,43.71,1024.34,79.61,465.14,Antoin Tessier
58.118,41.79,1009.72,80.62,459.14,Daniel Smithson
25.o4,70.36,1006.56,75.91,436.47,Antoin Tessier
25.11139o1oo739673,54.376402829705164,1030.9493121070868,65.50638999011471,LOW,Simo Sikka
18.58,49.25,1019.92,60.24,452.94,Antoin Tessier
1o.65991o79998o83,39.44678953542391,1039.844335590315,81.70598527784348,LOW,Simo Sikka
15.24,44.45,1020.56,66.13,460.94,Christopher Clapman
79.88,63.07,1011.97,61.3,442.25,Daniel Smithson
6.65,40.69,1020.11,89.84,479.35,Christopher Clapman
87.27799999999999,71.85,1008.07,72.05,425.16,Daniel Smithson
27.42,65.74,1013.43,69.42,440.52,Marc Wolf
27.14,71.32,1007.8,87.99,431.96,Marc Wolf
48.128,40.05,1015.91,89.4,467.24,Daniel Smithson
17.3o6884988oo1766,44.57492608996964,975.4017646487199,76.39353960124225,LOW,Simo Sikka
25.54,61.08,1013.14,71.15,447.06,Christopher Clapman
21.17,58.16,1017.16,68.11,452.02,Marc Wolf
86.846,68.24,1009.55,64.98,427.94,Daniel Smithson
6o.89,38.28,1014.38,73.89,466.75,Daniel Smithson
15.51,36.71,1014.05,72.92,465.85,Antoin Tessier
19.24,58.33,1013.65,85.47,449.26,Christopher Clapman
16.88,56.89,1014.01,82.1,457.0,Antoin Tessier
62.636,44.85,1014.38,62.66,459.98,Daniel Smithson
21.75,65.12,1015.53,66.0,452.89,Christopher Clapman
75.35546123o21882,59.68639014419568,1049.054169223651,45.05105771510168,LOW,Simo Sikka
17.4,44.9,1020.5,77.11,457.75,Marc Wolf
61.16,45.76,1014.73,89.84,460.87,Daniel Smithson
7.74,39.96,1025.78,95.81,475.23,Marc Wolf
58.97459751841723,40.26584441769381,1102.831940167078,102.63434023238716,LOW,Simo Sikka
16.52,53.16,1014.68,76.82,457.81,Marc Wolf
24.35,51.86,1014.34,67.22,442.81,Antoin Tessier
7.69,43.02,1014.51,85.23,486.46,Antoin Tessier
89.356oo45889o228,77.16790405088359,978.7568248959413,67.908084571333,LOW,Simo Sikka
22.3,74.87,1009.69,86.18,442.78,Christopher Clapman
21.86,64.45,1015.83,63.36,457.8,Marc Wolf
2o.46,59.21,1018.42,85.89,445.22,Marc Wolf
9.75,43.69,1016.81,82.42,481.34,Marc Wolf
87.16999999999999,71.98,1004.92,63.39,429.85,Daniel Smithson
77.9,59.27,1012.92,68.88,442.65,Daniel Smithson
12.73541715829354,41.448625791831404,944.4025781091397,80.4454107174108,LOW,Simo Sikka
84.28999999999999,65.74,1013.29,60.02,440.74,Daniel Smithson
68.63,50.9,1012.6,72.43,453.5,Daniel Smithson
16.o9,44.71,1017.86,42.74,464.95,Marc Wolf
26.96,72.58,1009.23,89.62,429.03,Antoin Tessier
22.42,59.43,1007.12,90.56,440.99,Marc Wolf
3o.53,65.18,1012.69,41.85,437.89,Christopher Clapman
8.41,39.16,1015.47,93.42,484.34,Marc Wolf
1o.94,43.67,1012.36,73.3,477.34,Antoin Tessier
21.25,66.86,1012.99,60.65,455.72,Antoin Tessier
89.1283o226547747,68.01570303614403,922.7081174967091,52.17003012334683,LOW,Simo Sikka
32.17,73.21,1001.43,69.86,430.64,Marc Wolf
87.34542782141o94,63.71069483654022,953.7871607272676,68.68756139903766,LOW,Simo Sikka
6.89,43.65,1019.87,72.77,484.0,Christopher Clapman
18.28,45.0,1022.47,43.03,471.42,Christopher Clapman
79.61,64.27,1013.23,60.92,444.9,Daniel Smithson
12.78,44.6,1013.64,77.56,468.67,Marc Wolf
7.32,39.42,1026.15,76.51,476.12,Marc Wolf
26.47,47.43,1009.09,54.94,439.4,Marc Wolf
11.55,40.6,1014.44,87.06,475.14,Marc Wolf
73.96o98429oo8379,72.4763173375579,1058.3773777535619,87.39721333094052,LOW,Simo Sikka
1o.19,44.63,1020.58,91.64,472.45,Christopher Clapman
25.44,65.06,1013.82,55.72,440.09,Marc Wolf
22.5,58.79,1017.48,73.02,443.35,Christopher Clapman
3o.96,64.44,1013.63,49.64,437.61,Christopher Clapman
1o.34,41.74,1020.07,79.17,480.84,Antoin Tessier
26.3,77.95,1009.45,78.72,437.95,Christopher Clapman
13.55,42.99,1007.58,97.55,470.82,Marc Wolf
11.3,25.36,1008.66,96.18,471.19,Antoin Tessier
14.5,41.76,1023.94,84.42,464.23,Marc Wolf
85.28,71.14,1011.46,52.69,430.55,Daniel Smithson
22.52,66.48,1003.87,78.29,435.02,Christopher Clapman
29.34,70.94,1007.82,62.43,433.57,Antoin Tessier
15.1o7699655o52222,41.215825432172636,1060.4052583022078,46.69729921668193,LOW,Simo Sikka
51.479538498564985,39.02983627013905,923.6260106996098,88.15066823181806,LOW,Simo Sikka
22.52,67.32,1011.4,66.2,443.49,Christopher Clapman
29.51,75.6,1017.92,50.61,431.18,Marc Wolf
2o.48,60.29,1017.16,72.1,455.51,Antoin Tessier
26.o3,70.32,1008.81,71.35,438.15,Antoin Tessier
53.o96ooooooooooo4,40.55,1020.74,86.22,474.7,Daniel Smithson
34.15,68.51,1010.75,37.02,430.19,Marc Wolf
15.92,44.85,1015.84,59.99,467.41,Christopher Clapman
45.554,43.65,1018.58,64.85,479.15,Daniel Smithson
3.21,38.44,1017.11,84.86,492.93,Antoin Tessier
72.o32,69.23,1011.83,79.37,441.9,Daniel Smithson
15.77,39.82,1013.01,79.1,468.78,Christopher Clapman
1o.94,25.36,1009.47,100.1,470.9,Antoin Tessier
25.65,68.08,1011.27,75.26,435.91,Antoin Tessier
27.89,70.94,1007.54,49.18,435.21,Marc Wolf
2o.89,68.63,1012.6,69.52,452.05,Marc Wolf
19.55,39.39,1013.55,57.82,464.36,Christopher Clapman
21.89,74.78,1010.35,80.39,444.6,Marc Wolf
24.99,48.92,1010.03,41.26,443.12,Antoin Tessier
13.24,40.83,1007.9,87.53,472.22,Marc Wolf
28.9,68.12,1011.87,46.56,438.53,Marc Wolf
27.23,49.16,1004.03,40.8,443.78,Marc Wolf
33.76,68.51,1011.33,38.35,429.83,Christopher Clapman
81.41,59.74,1011.34,58.58,450.46,Daniel Smithson
7.64,42.28,1008.49,83.42,483.74,Marc Wolf
1o.o5,41.58,1021.35,95.19,469.03,Antoin Tessier
6o.548,49.69,1015.59,87.26,462.84,Daniel Smithson
13.58,40.75,1016.05,76.45,472.73,Marc Wolf
2o.99,50.12,1008.82,95.97,448.07,Marc Wolf
1o.o3,43.72,1011.46,96.89,473.26,Marc Wolf
29.6,69.82,1010.49,61.66,438.47,Marc Wolf
15.27,38.73,1002.83,77.77,465.99,Christopher Clapman
18.28,44.2,1018.83,52.88,458.59,Christopher Clapman
32.o6,71.85,1007.9,56.44,426.07,Christopher Clapman
12.85,40.92,1023.04,84.04,461.05,Marc Wolf
91.2o2,66.44,1009.94,60.55,431.54,Daniel Smithson
26.o6,64.05,1012.0,84.05,442.24,Christopher Clapman
19.15,39.72,1001.49,58.62,457.45,Antoin Tessier
24.54,60.29,1017.42,58.94,447.67,Marc Wolf
16.31,68.28,1003.98,98.62,450.33,Antoin Tessier
12.o4,40.23,1018.07,81.28,472.7,Christopher Clapman
15.84,41.66,1009.69,62.81,465.5,Antoin Tessier
25.81,66.51,1016.53,62.19,437.57,Marc Wolf
14.51,49.83,1006.27,91.65,460.45,Antoin Tessier
27.7857369998524,67.44950134551759,1101.1442859072843,62.06964731516648,LOW,Simo Sikka
5.5,39.04,1021.46,78.91,478.65,Christopher Clapman
19.6575213958o2625,60.89519601399918,1021.6804696529778,72.23835182745586,LOW,Simo Sikka
26.o2,71.94,1009.38,64.12,435.21,Antoin Tessier
17.3352o249754977,46.33723152063531,1004.6866203589265,69.66539280668368,LOW,Simo Sikka
15.83,45.01,1013.39,81.9,460.22,Christopher Clapman
21.o7,67.07,1004.64,86.16,446.05,Christopher Clapman
26.94,59.87,1011.66,58.34,448.6,Christopher Clapman
21.31722o876349772,44.702275755829916,1048.1261918305238,37.909943198333266,LOW,Simo Sikka
71.5o999999999999,50.66,1013.92,70.94,455.23,Daniel Smithson
2o.94,44.89,1009.64,75.14,450.71,Christopher Clapman
21.19,50.16,1005.81,84.27,450.33,Antoin Tessier
65.354,61.27,1019.84,75.22,454.72,Daniel Smithson
31.73,73.42,1010.8,61.81,430.46,Marc Wolf
49.928ooooooooooo4,41.26,1022.9,83.83,475.21,Daniel Smithson
19.6,60.95,1015.4,84.26,456.06,Christopher Clapman
19.82,46.63,1013.17,87.1,456.36,Antoin Tessier
12.o,41.5,1013.21,86.75,473.68,Marc Wolf
2o.77,43.77,1010.76,63.12,453.46,Antoin Tessier
73.418,44.05,1006.56,74.95,450.67,Daniel Smithson
76.28,67.69,1008.67,67.69,440.22,Daniel Smithson
2o.o6,44.9,1008.79,70.06,448.51,Marc Wolf
28.46,60.23,1010.2,63.38,439.88,Christopher Clapman
22.35,54.42,1012.46,75.01,454.72,Marc Wolf
82.27o82213225523,72.38573231523405,1081.492228590871,82.65650982807044,LOW,Simo Sikka
13.69,41.74,1021.19,60.86,471.84,Christopher Clapman
13.77,41.58,1020.63,72.94,459.75,Christopher Clapman
11.22,40.22,1011.01,81.67,476.7,Antoin Tessier
11.82,41.54,1019.96,67.65,476.97,Christopher Clapman
11.34,41.54,1020.25,75.83,477.24,Christopher Clapman
14.38,44.84,1024.59,81.68,471.6,Marc Wolf
15.67,45.17,1018.73,94.74,462.09,Marc Wolf
3o.72,69.13,1009.94,61.66,435.83,Antoin Tessier
54.32,40.35,1011.46,79.49,476.44,Daniel Smithson
5.49,40.81,1014.43,90.41,487.36,Antoin Tessier
28.66,74.93,1014.04,51.26,440.79,Antoin Tessier
9.68,41.48,1018.24,71.04,473.31,Marc Wolf
16.23,43.69,1016.4,68.9,466.22,Christopher Clapman
1o.34,37.5,1010.35,95.56,474.08,Marc Wolf
1o.348828897184o24,38.67186311387201,1092.563556059032,96.48105949542943,LOW,Simo Sikka
2o.o4,48.92,1011.14,68.92,447.89,Marc Wolf
12.36,52.75,1026.04,68.71,465.14,Marc Wolf
18.o9,48.92,1010.6,52.11,455.07,Antoin Tessier
7o.268,51.43,1009.96,80.66,455.45,Daniel Smithson
24.54,65.46,1014.27,40.77,446.26,Antoin Tessier
44.oo6,39.37,1019.99,75.61,486.84,Daniel Smithson
13.91,40.24,1017.03,85.93,466.24,Antoin Tessier
19.24,56.89,1014.29,72.97,452.64,Marc Wolf
3o.o9,69.48,1009.51,53.24,435.2,Christopher Clapman
24.23,49.3,1003.61,74.44,440.65,Antoin Tessier
22.53,70.98,1005.48,93.95,440.96,Christopher Clapman
57.92,42.99,1010.3,89.72,469.34,Daniel Smithson
66.11,42.23,1013.01,79.4,462.73,Daniel Smithson
9.26,39.61,1021.18,84.58,480.38,Marc Wolf
22.49,61.47,1009.14,90.23,437.01,Antoin Tessier
58.315999999999995,43.99,1023.6,86.7,461.88,Daniel Smithson
9.88,37.83,1005.68,97.61,470.44,Antoin Tessier
7o.88,66.86,1013.02,54.19,450.84,Daniel Smithson
82.562,77.95,1017.07,70.98,436.94,Daniel Smithson
22.7426241326o8448,54.23936446157539,1086.8798284642205,65.22266223776374,LOW,Simo Sikka
23.37,70.94,1008.01,81.28,441.56,Antoin Tessier
72.662,70.32,1007.07,74.39,437.39,Daniel Smithson
9.88,39.66,1017.81,76.05,480.05,Christopher Clapman
55.o58,45.51,1015.46,79.97,469.27,Daniel Smithson
24.61,62.96,1020.1,63.83,445.79,Antoin Tessier
32.49,71.32,1005.03,57.12,433.59,Marc Wolf
8.632o12o82182976,39.42317350414357,938.9645259278947,66.43827666132674,LOW,Simo Sikka
29.77,69.48,1009.8,52.6,432.69,Christopher Clapman
27.67,69.59,1009.13,82.15,437.29,Marc Wolf
26.o5,65.59,1012.78,67.03,437.04,Christopher Clapman
33.71,69.98,1013.09,42.62,431.99,Marc Wolf
22.82,60.08,1017.95,65.71,450.86,Christopher Clapman
17.47,43.77,1012.25,76.78,456.41,Christopher Clapman
19.56735767282342,65.81110529499517,1064.855031265463,79.3351218171216,LOW,Simo Sikka
3o.o7,70.04,1010.84,55.74,426.35,Christopher Clapman
77.378,59.21,1013.19,62.85,438.7,Daniel Smithson
71.o6,49.02,1008.74,82.8,446.46,Daniel Smithson
27.6692o8998o64992,63.81729303541069,1090.563398951276,51.605663963571324,LOW,Simo Sikka
68.648,60.1,1011.21,84.79,454.25,Daniel Smithson
78.386,68.08,1010.99,73.58,433.46,Daniel Smithson
8.719789o5738326,34.26051400454209,922.1366556098915,75.74666059638751,LOW,Simo Sikka
73.364,58.46,1016.06,72.69,445.05,Daniel Smithson
25.37,59.14,1017.27,78.07,437.19,Marc Wolf
11.51,41.06,1021.3,78.11,476.91,Christopher Clapman
6.79,38.5,1012.61,72.46,488.69,Christopher Clapman
28.53,49.3,1003.83,59.69,438.17,Christopher Clapman
22.o7166534581o114,48.72131680374018,1058.3830645273404,48.39787463700313,LOW,Simo Sikka
4.96,40.07,1011.8,67.38,494.75,Christopher Clapman
18.85,44.63,1009.06,84.75,456.72,Antoin Tessier
6.o9,43.65,1020.95,71.15,485.96,Antoin Tessier
23.46,57.85,1012.7,65.54,444.66,Marc Wolf
32.91,73.68,1014.49,50.62,426.28,Antoin Tessier
33.79,69.05,1001.62,40.13,435.1,Antoin Tessier
12.o4,41.58,1018.02,88.91,464.45,Christopher Clapman
53.42,39.16,1016.53,84.59,477.75,Daniel Smithson
26.38,69.88,1008.42,86.25,432.25,Marc Wolf
27.14,63.13,1013.38,75.68,438.82,Antoin Tessier
11.92,38.25,1013.13,84.92,472.5,Marc Wolf
15.99,43.34,1014.2,78.66,465.96,Antoin Tessier
82.994,68.14,1004.63,71.21,431.27,Daniel Smithson
29.62,71.8,1011.05,63.13,438.55,Christopher Clapman
26.26,73.06,1009.35,91.65,435.41,Antoin Tessier
29.18,68.24,1010.04,68.04,428.52,Christopher Clapman
11.91,40.69,1014.41,83.71,476.71,Antoin Tessier
1o.13,39.18,1024.09,85.48,479.42,Marc Wolf
15.8,41.1,1003.0,77.36,465.87,Christopher Clapman
61.321999999999996,44.34,1019.49,59.36,468.8,Daniel Smithson
26.2,71.14,1007.92,72.95,431.7,Christopher Clapman
2o.24139565776469,52.03473105281164,1096.692485470365,74.29551322369353,LOW,Simo Sikka
24.779658314251513,72.84306101248809,1059.1292934570163,63.49419391858831,LOW,Simo Sikka
23.84,49.21,1013.35,45.4,446.54,Marc Wolf
15.34,43.5,1021.18,79.44,459.77,Antoin Tessier
32.o7,71.29,1008.43,44.95,426.96,Marc Wolf
32.51,73.56,1007.06,59.6,435.23,Antoin Tessier
49.37oooooooooooo5,44.68,1022.9,98.08,476.71,Daniel Smithson
51.638,37.92,1008.66,66.53,473.72,Daniel Smithson
31.13,64.05,1011.51,61.27,439.24,Christopher Clapman
2o.439oo889o4667o2,55.20343591243576,1012.4849565050864,87.4345729172828,LOW,Simo Sikka
16.74,38.01,1022.63,69.19,463.61,Antoin Tessier
1o.28,39.64,1010.45,74.15,477.65,Marc Wolf
6.72,39.85,1011.84,84.66,489.09,Christopher Clapman
15.97,45.01,1016.58,83.24,456.91,Marc Wolf
88.124,70.36,1006.38,56.74,438.46,Daniel Smithson
14.92,46.18,1014.21,98.82,465.63,Antoin Tessier
6.18,41.38,1020.23,81.38,490.81,Antoin Tessier
84.25399999999999,67.79,1010.67,55.42,444.09,Daniel Smithson
25.84,67.83,1009.26,59.55,433.32,Christopher Clapman
26.69,59.21,1012.55,57.59,436.33,Christopher Clapman
2o.77,51.3,1013.89,88.72,450.97,Marc Wolf
11.81,40.75,1016.13,84.14,477.22,Antoin Tessier
31.97,79.74,1007.03,55.84,435.99,Marc Wolf
22.75,58.86,1016.0,67.34,448.32,Marc Wolf
9o.158,77.95,1010.15,62.17,430.15,Daniel Smithson
25.89,48.41,1008.59,65.38,442.12,Antoin Tessier
21.93,61.45,1008.92,98.54,443.91,Marc Wolf
11.48,41.2,1012.88,90.04,478.34,Marc Wolf
22.67,60.77,1017.56,79.43,444.43,Christopher Clapman
18.o4,44.85,1015.13,48.4,463.31,Antoin Tessier
24.87,60.37,1005.48,76.21,436.41,Christopher Clapman
72.698oooooooooo1,50.32,1008.41,79.4,444.74,Daniel Smithson
8.74,36.3,1015.18,61.97,438.63,Antoin Tessier
23.28,72.24,1011.3,90.5,434.21,Christopher Clapman
11.o2,41.26,1020.69,92.13,471.93,Antoin Tessier
29.o8,67.79,1010.91,55.96,442.78,Christopher Clapman
6.8o4674618544o3o6,38.59218070163061,1059.077854539923,82.94191366332335,LOW,Simo Sikka
69.548,51.3,1012.03,92.46,449.67,Daniel Smithson
25.37,68.31,1011.12,70.99,441.76,Antoin Tessier
21.22,59.15,1014.68,59.71,450.96,Antoin Tessier
9.45,36.71,1024.24,83.28,476.02,Marc Wolf
12.12,38.28,1013.7,91.27,469.59,Antoin Tessier
7.7oo31o961569228,40.160071757432426,1024.0917011939966,84.84175206412237,LOW,Simo Sikka
25.35,71.98,1006.83,88.44,435.72,Christopher Clapman
68.828,51.43,1007.31,93.25,444.88,Daniel Smithson
24.18,66.48,1004.0,64.86,434.5,Christopher Clapman
22.91,66.44,1011.23,63.43,444.48,Marc Wolf
57.236,40.75,1016.05,70.65,470.48,Daniel Smithson
21.54,58.12,1015.33,78.67,454.32,Christopher Clapman
15.24,40.0,1017.34,65.16,454.64,Marc Wolf
59.971999999999994,39.31,1009.69,71.19,461.06,Daniel Smithson
9o.338,72.86,1003.69,58.04,432.75,Daniel Smithson
11.75,41.2,1012.7,89.86,475.35,Marc Wolf
55.67,42.44,1014.51,99.53,469.34,Daniel Smithson
26.44,54.2,1012.65,48.02,444.78,Christopher Clapman
6.33,39.33,1012.06,93.16,492.22,Marc Wolf
26.81,71.29,1009.65,80.69,434.48,Marc Wolf
31.44,79.74,1006.95,56.99,431.69,Marc Wolf
24.33,60.32,1015.49,59.95,445.36,Christopher Clapman
